date,province,district_or_city,scenario,rainfall_mm
2055-12,Punjab,Lahore,ssp245,108.0
2056-01,Punjab,Lahore,ssp245,132.4
2056-02,Punjab,Lahore,ssp245,131.1
2056-03,Punjab,Lahore,ssp245,165.4
2056-04,Punjab,Lahore,ssp245,150.2
2056-05,Punjab,Lahore,ssp245,166.7
2056-06,Punjab,Lahore,ssp245,122.6
2056-07,Punjab,Lahore,ssp245,118.7
2056-08,Punjab,Lahore,ssp245,102.0
2056-09,Punjab,Lahore,ssp245,111.4
2056-10,Punjab,Lahore,ssp245,103.0
2056-11,Punjab,Lahore,ssp245,97.5
2056-12,Punjab,Lahore,ssp245,102.9
2057-01,Punjab,Lahore,ssp245,122.4
2057-02,Punjab,Lahore,ssp245,146.1
2057-03,Punjab,Lahore,ssp245,157.8
2057-04,Punjab,Lahore,ssp245,150.1
2057-05,Punjab,Lahore,ssp245,141.4
2057-06,Punjab,Lahore,ssp245,138.4
2057-07,Punjab,Lahore,ssp245,124.9
2057-08,Punjab,Lahore,ssp245,112.6
2057-09,Punjab,Lahore,ssp245,93.4
2057-10,Punjab,Lahore,ssp245,118.1
2057-11,Punjab,Lahore,ssp245,91.3
2057-12,Punjab,Lahore,ssp245,129.3
2058-01,Punjab,Lahore,ssp245,141.7
2058-02,Punjab,Lahore,ssp245,150.0
2058-03,Punjab,Lahore,ssp245,172.2
2058-04,Punjab,Lahore,ssp245,159.0
2058-05,Punjab,Lahore,ssp245,144.1
2058-06,Punjab,Lahore,ssp245,131.3
2058-07,Punjab,Lahore,ssp245,115.5
2058-08,Punjab,Lahore,ssp245,121.2
2058-09,Punjab,Lahore,ssp245,81.1
2058-10,Punjab,Lahore,ssp245,78.2
2058-11,Punjab,Lahore,ssp245,120.2
2058-12,Punjab,Lahore,ssp245,123.8
2059-01,Punjab,Lahore,ssp245,130.0
2059-02,Punjab,Lahore,ssp245,150.6
2059-03,Punjab,Lahore,ssp245,159.0
2059-04,Punjab,Lahore,ssp245,150.4
2059-05,Punjab,Lahore,ssp245,130.1
2059-06,Punjab,Lahore,ssp245,155.6
2059-07,Punjab,Lahore,ssp245,130.9
2059-08,Punjab,Lahore,ssp245,93.5
2059-09,Punjab,Lahore,ssp245,103.0
2059-10,Punjab,Lahore,ssp245,91.5
2059-11,Punjab,Lahore,ssp245,99.9
2059-12,Punjab,Lahore,ssp245,107.4
2060-01,Punjab,Lahore,ssp245,132.8
2060-02,Punjab,Lahore,ssp245,136.9
2060-03,Punjab,Lahore,ssp245,135.0
2060-04,Punjab,Lahore,ssp245,162.4
2060-05,Punjab,Lahore,ssp245,156.4
2060-06,Punjab,Lahore,ssp245,121.5
2060-07,Punjab,Lahore,ssp245,131.4
2060-08,Punjab,Lahore,ssp245,123.7
2060-09,Punjab,Lahore,ssp245,100.2
2060-10,Punjab,Lahore,ssp245,100.9
2060-11,Punjab,Lahore,ssp245,92.4
2060-12,Punjab,Lahore,ssp245,90.0
2061-01,Punjab,Lahore,ssp245,133.3
2061-02,Punjab,Lahore,ssp245,139.5
2061-03,Punjab,Lahore,ssp245,156.4
2061-04,Punjab,Lahore,ssp245,151.7
2061-05,Punjab,Lahore,ssp245,147.7
2061-06,Punjab,Lahore,ssp245,143.0
2061-07,Punjab,Lahore,ssp245,126.3
2061-08,Punjab,Lahore,ssp245,124.4
2061-09,Punjab,Lahore,ssp245,97.6
2061-10,Punjab,Lahore,ssp245,80.8
2061-11,Punjab,Lahore,ssp245,105.1
2061-12,Punjab,Lahore,ssp245,96.7
2062-01,Punjab,Lahore,ssp245,94.8
2062-02,Punjab,Lahore,ssp245,127.4
2062-03,Punjab,Lahore,ssp245,146.2
2062-04,Punjab,Lahore,ssp245,145.4
2062-05,Punjab,Lahore,ssp245,132.1
2062-06,Punjab,Lahore,ssp245,139.0
2062-07,Punjab,Lahore,ssp245,143.8
2062-08,Punjab,Lahore,ssp245,124.9
2062-09,Punjab,Lahore,ssp245,104.2
2062-10,Punjab,Lahore,ssp245,112.3
2062-11,Punjab,Lahore,ssp245,98.5
2062-12,Punjab,Lahore,ssp245,103.1
2063-01,Punjab,Lahore,ssp245,137.3
2063-02,Punjab,Lahore,ssp245,128.5
2063-03,Punjab,Lahore,ssp245,157.1
2063-04,Punjab,Lahore,ssp245,156.3
2063-05,Punjab,Lahore,ssp245,148.3
2063-06,Punjab,Lahore,ssp245,136.9
2063-07,Punjab,Lahore,ssp245,143.7
2063-08,Punjab,Lahore,ssp245,94.6
2063-09,Punjab,Lahore,ssp245,108.5
2063-10,Punjab,Lahore,ssp245,97.6
2063-11,Punjab,Lahore,ssp245,95.6
2063-12,Punjab,Lahore,ssp245,116.0
2064-01,Punjab,Lahore,ssp245,133.6
2064-02,Punjab,Lahore,ssp245,142.7
2064-03,Punjab,Lahore,ssp245,156.9
2064-04,Punjab,Lahore,ssp245,175.9
2064-05,Punjab,Lahore,ssp245,146.2
2064-06,Punjab,Lahore,ssp245,149.2
2064-07,Punjab,Lahore,ssp245,107.5
2064-08,Punjab,Lahore,ssp245,122.0
2064-09,Punjab,Lahore,ssp245,81.9
2064-10,Punjab,Lahore,ssp245,110.5
2064-11,Punjab,Lahore,ssp245,100.0
2064-12,Punjab,Lahore,ssp245,118.5
2065-01,Punjab,Lahore,ssp245,111.6
2065-02,Punjab,Lahore,ssp245,144.8
2065-03,Punjab,Lahore,ssp245,165.4
2065-04,Punjab,Lahore,ssp245,166.5
2065-05,Punjab,Lahore,ssp245,154.7
2065-06,Punjab,Lahore,ssp245,144.7
2065-07,Punjab,Lahore,ssp245,145.7
2065-08,Punjab,Lahore,ssp245,126.6
2065-09,Punjab,Lahore,ssp245,98.9
2065-10,Punjab,Lahore,ssp245,95.8
2065-11,Punjab,Lahore,ssp245,98.3
2065-12,Punjab,Lahore,ssp245,116.9
2066-01,Punjab,Lahore,ssp245,116.4
2066-02,Punjab,Lahore,ssp245,117.5
2066-03,Punjab,Lahore,ssp245,152.9
2066-04,Punjab,Lahore,ssp245,162.8
2066-05,Punjab,Lahore,ssp245,158.2
2066-06,Punjab,Lahore,ssp245,159.7
2066-07,Punjab,Lahore,ssp245,115.2
2066-08,Punjab,Lahore,ssp245,111.4
2066-09,Punjab,Lahore,ssp245,89.3
2066-10,Punjab,Lahore,ssp245,107.4
2066-11,Punjab,Lahore,ssp245,106.7
2066-12,Punjab,Lahore,ssp245,112.1
2067-01,Punjab,Lahore,ssp245,132.9
2067-02,Punjab,Lahore,ssp245,137.2
2067-03,Punjab,Lahore,ssp245,143.4
2067-04,Punjab,Lahore,ssp245,180.9
2067-05,Punjab,Lahore,ssp245,167.3
2067-06,Punjab,Lahore,ssp245,144.3
2067-07,Punjab,Lahore,ssp245,112.9
2067-08,Punjab,Lahore,ssp245,116.2
2067-09,Punjab,Lahore,ssp245,116.3
2067-10,Punjab,Lahore,ssp245,107.4
2067-11,Punjab,Lahore,ssp245,122.1
2067-12,Punjab,Lahore,ssp245,135.2
2068-01,Punjab,Lahore,ssp245,132.2
2068-02,Punjab,Lahore,ssp245,141.3
2068-03,Punjab,Lahore,ssp245,151.2
2068-04,Punjab,Lahore,ssp245,156.1
2068-05,Punjab,Lahore,ssp245,169.4
2068-06,Punjab,Lahore,ssp245,142.2
2068-07,Punjab,Lahore,ssp245,112.1
2068-08,Punjab,Lahore,ssp245,126.0
2068-09,Punjab,Lahore,ssp245,108.5
2068-10,Punjab,Lahore,ssp245,100.1
2068-11,Punjab,Lahore,ssp245,84.6
2068-12,Punjab,Lahore,ssp245,135.4
2069-01,Punjab,Lahore,ssp245,143.3
2069-02,Punjab,Lahore,ssp245,133.6
2069-03,Punjab,Lahore,ssp245,160.5
2069-04,Punjab,Lahore,ssp245,148.4
2069-05,Punjab,Lahore,ssp245,141.1
2069-06,Punjab,Lahore,ssp245,121.5
2069-07,Punjab,Lahore,ssp245,144.8
2069-08,Punjab,Lahore,ssp245,132.3
2069-09,Punjab,Lahore,ssp245,106.8
2069-10,Punjab,Lahore,ssp245,106.4
2069-11,Punjab,Lahore,ssp245,133.6
2069-12,Punjab,Lahore,ssp245,111.5
2070-01,Punjab,Lahore,ssp245,119.9
2070-02,Punjab,Lahore,ssp245,150.9
2070-03,Punjab,Lahore,ssp245,166.6
2070-04,Punjab,Lahore,ssp245,159.5
2070-05,Punjab,Lahore,ssp245,141.2
2070-06,Punjab,Lahore,ssp245,139.6
2070-07,Punjab,Lahore,ssp245,144.6
2070-08,Punjab,Lahore,ssp245,131.1
2070-09,Punjab,Lahore,ssp245,90.2
2070-10,Punjab,Lahore,ssp245,92.3
2070-11,Punjab,Lahore,ssp245,99.2
2070-12,Punjab,Lahore,ssp245,121.9
2071-01,Punjab,Lahore,ssp245,164.7
2071-02,Punjab,Lahore,ssp245,146.5
2071-03,Punjab,Lahore,ssp245,161.3
2071-04,Punjab,Lahore,ssp245,154.0
2071-05,Punjab,Lahore,ssp245,194.1
2071-06,Punjab,Lahore,ssp245,142.7
2071-07,Punjab,Lahore,ssp245,130.1
2071-08,Punjab,Lahore,ssp245,124.8
2071-09,Punjab,Lahore,ssp245,95.6
2071-10,Punjab,Lahore,ssp245,119.5
2071-11,Punjab,Lahore,ssp245,112.8
2071-12,Punjab,Lahore,ssp245,112.3
2072-01,Punjab,Lahore,ssp245,129.5
2072-02,Punjab,Lahore,ssp245,126.7
2072-03,Punjab,Lahore,ssp245,154.3
2072-04,Punjab,Lahore,ssp245,135.8
2072-05,Punjab,Lahore,ssp245,155.8
2072-06,Punjab,Lahore,ssp245,145.1
2072-07,Punjab,Lahore,ssp245,130.0
2072-08,Punjab,Lahore,ssp245,116.3
2072-09,Punjab,Lahore,ssp245,102.8
2072-10,Punjab,Lahore,ssp245,126.0
2072-11,Punjab,Lahore,ssp245,132.4
2072-12,Punjab,Lahore,ssp245,121.9
2073-01,Punjab,Lahore,ssp245,152.9
2073-02,Punjab,Lahore,ssp245,148.2
2073-03,Punjab,Lahore,ssp245,158.5
2073-04,Punjab,Lahore,ssp245,155.5
2073-05,Punjab,Lahore,ssp245,171.6
2073-06,Punjab,Lahore,ssp245,160.4
2073-07,Punjab,Lahore,ssp245,121.9
2073-08,Punjab,Lahore,ssp245,126.8
2073-09,Punjab,Lahore,ssp245,107.9
2073-10,Punjab,Lahore,ssp245,99.3
2073-11,Punjab,Lahore,ssp245,114.5
2073-12,Punjab,Lahore,ssp245,100.3
2074-01,Punjab,Lahore,ssp245,133.5
2074-02,Punjab,Lahore,ssp245,177.5
2074-03,Punjab,Lahore,ssp245,169.0
2074-04,Punjab,Lahore,ssp245,152.5
2074-05,Punjab,Lahore,ssp245,170.7
2074-06,Punjab,Lahore,ssp245,154.5
2074-07,Punjab,Lahore,ssp245,135.4
2074-08,Punjab,Lahore,ssp245,118.1
2074-09,Punjab,Lahore,ssp245,115.6
2074-10,Punjab,Lahore,ssp245,104.3
2074-11,Punjab,Lahore,ssp245,113.5
2074-12,Punjab,Lahore,ssp245,135.6
2075-01,Punjab,Lahore,ssp245,150.6
2075-02,Punjab,Lahore,ssp245,137.3
2075-03,Punjab,Lahore,ssp245,158.3
2075-04,Punjab,Lahore,ssp245,188.9
2075-05,Punjab,Lahore,ssp245,187.7
2075-06,Punjab,Lahore,ssp245,159.1
2075-07,Punjab,Lahore,ssp245,161.3
2075-08,Punjab,Lahore,ssp245,142.3
2075-09,Punjab,Lahore,ssp245,114.8
2075-10,Punjab,Lahore,ssp245,87.1
2075-11,Punjab,Lahore,ssp245,115.9
2075-12,Punjab,Lahore,ssp245,110.4
2076-01,Punjab,Lahore,ssp245,142.8
2076-02,Punjab,Lahore,ssp245,177.6
2076-03,Punjab,Lahore,ssp245,168.5
2076-04,Punjab,Lahore,ssp245,158.9
2076-05,Punjab,Lahore,ssp245,150.3
2076-06,Punjab,Lahore,ssp245,129.9
2076-07,Punjab,Lahore,ssp245,116.8
2076-08,Punjab,Lahore,ssp245,148.7
2076-09,Punjab,Lahore,ssp245,128.6
2076-10,Punjab,Lahore,ssp245,112.2
2076-11,Punjab,Lahore,ssp245,115.7
2076-12,Punjab,Lahore,ssp245,127.3
2077-01,Punjab,Lahore,ssp245,141.8
2077-02,Punjab,Lahore,ssp245,174.0
2077-03,Punjab,Lahore,ssp245,171.3
2077-04,Punjab,Lahore,ssp245,144.4
2077-05,Punjab,Lahore,ssp245,180.1
2077-06,Punjab,Lahore,ssp245,131.3
2077-07,Punjab,Lahore,ssp245,137.2
2077-08,Punjab,Lahore,ssp245,110.7
2077-09,Punjab,Lahore,ssp245,119.0
2077-10,Punjab,Lahore,ssp245,98.6
2077-11,Punjab,Lahore,ssp245,100.8
2077-12,Punjab,Lahore,ssp245,115.4
2078-01,Punjab,Lahore,ssp245,153.4
2078-02,Punjab,Lahore,ssp245,154.5
2078-03,Punjab,Lahore,ssp245,175.8
2078-04,Punjab,Lahore,ssp245,188.6
2078-05,Punjab,Lahore,ssp245,170.4
2078-06,Punjab,Lahore,ssp245,164.6
2078-07,Punjab,Lahore,ssp245,130.9
2078-08,Punjab,Lahore,ssp245,128.5
2078-09,Punjab,Lahore,ssp245,104.6
2078-10,Punjab,Lahore,ssp245,122.9
2078-11,Punjab,Lahore,ssp245,131.3
2078-12,Punjab,Lahore,ssp245,142.3
2079-01,Punjab,Lahore,ssp245,143.5
2079-02,Punjab,Lahore,ssp245,169.5
2079-03,Punjab,Lahore,ssp245,166.3
2079-04,Punjab,Lahore,ssp245,164.7
2079-05,Punjab,Lahore,ssp245,174.8
2079-06,Punjab,Lahore,ssp245,167.6
2079-07,Punjab,Lahore,ssp245,172.8
2079-08,Punjab,Lahore,ssp245,139.9
2079-09,Punjab,Lahore,ssp245,106.2
2079-10,Punjab,Lahore,ssp245,104.1
2079-11,Punjab,Lahore,ssp245,103.7
2079-12,Punjab,Lahore,ssp245,131.8
2080-01,Punjab,Lahore,ssp245,130.6
2080-02,Punjab,Lahore,ssp245,176.5
2080-03,Punjab,Lahore,ssp245,165.3
2080-04,Punjab,Lahore,ssp245,181.2
2080-05,Punjab,Lahore,ssp245,171.2
2080-06,Punjab,Lahore,ssp245,163.6
2080-07,Punjab,Lahore,ssp245,131.9
2080-08,Punjab,Lahore,ssp245,131.0
2080-09,Punjab,Lahore,ssp245,115.8
2080-10,Punjab,Lahore,ssp245,116.4
2080-11,Punjab,Lahore,ssp245,123.1
2080-12,Punjab,Lahore,ssp245,140.6
2081-01,Punjab,Lahore,ssp245,139.8
2081-02,Punjab,Lahore,ssp245,170.4
2081-03,Punjab,Lahore,ssp245,174.3
2081-04,Punjab,Lahore,ssp245,195.1
2081-05,Punjab,Lahore,ssp245,127.4
2081-06,Punjab,Lahore,ssp245,151.8
2081-07,Punjab,Lahore,ssp245,162.5
2081-08,Punjab,Lahore,ssp245,99.8
2081-09,Punjab,Lahore,ssp245,141.5
2081-10,Punjab,Lahore,ssp245,119.7
2081-11,Punjab,Lahore,ssp245,96.1
2081-12,Punjab,Lahore,ssp245,142.1
2082-01,Punjab,Lahore,ssp245,133.1
2082-02,Punjab,Lahore,ssp245,149.0
2082-03,Punjab,Lahore,ssp245,190.0
2082-04,Punjab,Lahore,ssp245,169.8
2082-05,Punjab,Lahore,ssp245,158.8
2082-06,Punjab,Lahore,ssp245,187.0
2082-07,Punjab,Lahore,ssp245,159.2
2082-08,Punjab,Lahore,ssp245,129.1
2082-09,Punjab,Lahore,ssp245,113.1
2082-10,Punjab,Lahore,ssp245,117.0
2082-11,Punjab,Lahore,ssp245,143.8
2082-12,Punjab,Lahore,ssp245,121.0
2083-01,Punjab,Lahore,ssp245,131.2
2083-02,Punjab,Lahore,ssp245,178.2
2083-03,Punjab,Lahore,ssp245,168.4
2083-04,Punjab,Lahore,ssp245,177.1
2083-05,Punjab,Lahore,ssp245,178.9
2083-06,Punjab,Lahore,ssp245,157.0
2083-07,Punjab,Lahore,ssp245,116.9
2083-08,Punjab,Lahore,ssp245,131.6
2083-09,Punjab,Lahore,ssp245,140.3
2083-10,Punjab,Lahore,ssp245,148.7
2083-11,Punjab,Lahore,ssp245,122.9
2083-12,Punjab,Lahore,ssp245,134.3
2084-01,Punjab,Lahore,ssp245,166.3
2084-02,Punjab,Lahore,ssp245,170.4
2084-03,Punjab,Lahore,ssp245,176.8
2084-04,Punjab,Lahore,ssp245,151.2
2084-05,Punjab,Lahore,ssp245,167.7
2084-06,Punjab,Lahore,ssp245,165.8
2084-07,Punjab,Lahore,ssp245,129.6
2084-08,Punjab,Lahore,ssp245,130.6
2084-09,Punjab,Lahore,ssp245,147.3
2084-10,Punjab,Lahore,ssp245,118.2
2084-11,Punjab,Lahore,ssp245,106.8
2084-12,Punjab,Lahore,ssp245,111.2
2085-01,Punjab,Lahore,ssp245,149.5
2085-02,Punjab,Lahore,ssp245,156.2
2085-03,Punjab,Lahore,ssp245,162.7
2085-04,Punjab,Lahore,ssp245,180.7
2085-05,Punjab,Lahore,ssp245,177.8
2085-06,Punjab,Lahore,ssp245,166.2
2085-07,Punjab,Lahore,ssp245,154.6
2085-08,Punjab,Lahore,ssp245,120.4
2085-09,Punjab,Lahore,ssp245,117.9
2085-10,Punjab,Lahore,ssp245,118.3
2085-11,Punjab,Lahore,ssp245,125.6
2085-12,Punjab,Lahore,ssp245,149.4
2086-01,Punjab,Lahore,ssp245,141.2
2086-02,Punjab,Lahore,ssp245,154.6
2086-03,Punjab,Lahore,ssp245,194.1
2086-04,Punjab,Lahore,ssp245,180.7
2086-05,Punjab,Lahore,ssp245,157.0
2086-06,Punjab,Lahore,ssp245,160.9
2086-07,Punjab,Lahore,ssp245,135.1
2086-08,Punjab,Lahore,ssp245,122.5
2086-09,Punjab,Lahore,ssp245,109.9
2086-10,Punjab,Lahore,ssp245,113.2
2086-11,Punjab,Lahore,ssp245,153.9
2086-12,Punjab,Lahore,ssp245,150.6
2087-01,Punjab,Lahore,ssp245,169.4
2087-02,Punjab,Lahore,ssp245,179.6
2087-03,Punjab,Lahore,ssp245,174.1
2087-04,Punjab,Lahore,ssp245,184.9
2087-05,Punjab,Lahore,ssp245,177.3
2087-06,Punjab,Lahore,ssp245,152.1
2087-07,Punjab,Lahore,ssp245,137.0
2087-08,Punjab,Lahore,ssp245,149.8
2087-09,Punjab,Lahore,ssp245,112.3
2087-10,Punjab,Lahore,ssp245,127.0
2087-11,Punjab,Lahore,ssp245,136.7
2087-12,Punjab,Lahore,ssp245,148.2
2088-01,Punjab,Lahore,ssp245,157.3
2088-02,Punjab,Lahore,ssp245,151.0
2088-03,Punjab,Lahore,ssp245,183.8
2088-04,Punjab,Lahore,ssp245,178.8
2088-05,Punjab,Lahore,ssp245,164.3
2088-06,Punjab,Lahore,ssp245,141.1
2088-07,Punjab,Lahore,ssp245,158.8
2088-08,Punjab,Lahore,ssp245,119.1
2088-09,Punjab,Lahore,ssp245,107.0
2088-10,Punjab,Lahore,ssp245,148.0
2088-11,Punjab,Lahore,ssp245,113.7
2088-12,Punjab,Lahore,ssp245,134.0
2089-01,Punjab,Lahore,ssp245,154.4
2089-02,Punjab,Lahore,ssp245,168.4
2089-03,Punjab,Lahore,ssp245,164.6
2089-04,Punjab,Lahore,ssp245,172.4
2089-05,Punjab,Lahore,ssp245,188.3
2089-06,Punjab,Lahore,ssp245,164.2
2089-07,Punjab,Lahore,ssp245,153.7
2089-08,Punjab,Lahore,ssp245,112.2
2089-09,Punjab,Lahore,ssp245,122.6
2089-10,Punjab,Lahore,ssp245,137.4
2089-11,Punjab,Lahore,ssp245,120.7
2089-12,Punjab,Lahore,ssp245,128.1
2090-01,Punjab,Lahore,ssp245,159.3
2090-02,Punjab,Lahore,ssp245,176.2
2090-03,Punjab,Lahore,ssp245,183.0
2090-04,Punjab,Lahore,ssp245,175.2
2090-05,Punjab,Lahore,ssp245,188.6
2090-06,Punjab,Lahore,ssp245,189.8
2090-07,Punjab,Lahore,ssp245,170.0
2090-08,Punjab,Lahore,ssp245,120.9
2090-09,Punjab,Lahore,ssp245,168.8
2090-10,Punjab,Lahore,ssp245,110.2
2090-11,Punjab,Lahore,ssp245,115.3
2090-12,Punjab,Lahore,ssp245,145.3
2091-01,Punjab,Lahore,ssp245,154.2
2091-02,Punjab,Lahore,ssp245,174.1
2091-03,Punjab,Lahore,ssp245,196.6
2091-04,Punjab,Lahore,ssp245,195.5
2091-05,Punjab,Lahore,ssp245,168.3
2091-06,Punjab,Lahore,ssp245,170.7
2091-07,Punjab,Lahore,ssp245,168.9
2091-08,Punjab,Lahore,ssp245,155.6
2091-09,Punjab,Lahore,ssp245,146.4
2091-10,Punjab,Lahore,ssp245,138.8
2091-11,Punjab,Lahore,ssp245,141.2
2091-12,Punjab,Lahore,ssp245,135.7
2092-01,Punjab,Lahore,ssp245,139.3
2092-02,Punjab,Lahore,ssp245,175.8
2092-03,Punjab,Lahore,ssp245,174.8
2092-04,Punjab,Lahore,ssp245,200.5
2092-05,Punjab,Lahore,ssp245,169.5
2092-06,Punjab,Lahore,ssp245,165.8
2092-07,Punjab,Lahore,ssp245,151.3
2092-08,Punjab,Lahore,ssp245,155.5
2092-09,Punjab,Lahore,ssp245,142.6
2092-10,Punjab,Lahore,ssp245,129.5
2092-11,Punjab,Lahore,ssp245,136.8
2092-12,Punjab,Lahore,ssp245,164.2
2093-01,Punjab,Lahore,ssp245,134.5
2093-02,Punjab,Lahore,ssp245,181.0
2093-03,Punjab,Lahore,ssp245,195.6
2093-04,Punjab,Lahore,ssp245,201.1
2093-05,Punjab,Lahore,ssp245,192.1
2093-06,Punjab,Lahore,ssp245,161.6
2093-07,Punjab,Lahore,ssp245,150.8
2093-08,Punjab,Lahore,ssp245,152.5
2093-09,Punjab,Lahore,ssp245,126.2
2093-10,Punjab,Lahore,ssp245,127.6
2093-11,Punjab,Lahore,ssp245,114.5
2093-12,Punjab,Lahore,ssp245,128.9
2094-01,Punjab,Lahore,ssp245,162.8
2094-02,Punjab,Lahore,ssp245,166.8
2094-03,Punjab,Lahore,ssp245,172.8
2094-04,Punjab,Lahore,ssp245,183.9
2094-05,Punjab,Lahore,ssp245,186.6
2094-06,Punjab,Lahore,ssp245,169.2
2094-07,Punjab,Lahore,ssp245,161.0
2094-08,Punjab,Lahore,ssp245,146.0
2094-09,Punjab,Lahore,ssp245,131.5
2094-10,Punjab,Lahore,ssp245,131.0
2094-11,Punjab,Lahore,ssp245,123.5
2094-12,Punjab,Lahore,ssp245,138.7
2095-01,Punjab,Lahore,ssp245,135.5
2095-02,Punjab,Lahore,ssp245,158.2
2095-03,Punjab,Lahore,ssp245,168.2
2095-04,Punjab,Lahore,ssp245,182.2
2095-05,Punjab,Lahore,ssp245,198.3
2095-06,Punjab,Lahore,ssp245,173.4
2095-07,Punjab,Lahore,ssp245,161.7
2095-08,Punjab,Lahore,ssp245,133.7
2095-09,Punjab,Lahore,ssp245,139.5
2095-10,Punjab,Lahore,ssp245,154.0
2095-11,Punjab,Lahore,ssp245,134.8
2095-12,Punjab,Lahore,ssp245,135.5
2096-01,Punjab,Lahore,ssp245,145.1
2096-02,Punjab,Lahore,ssp245,177.6
2096-03,Punjab,Lahore,ssp245,172.3
2096-04,Punjab,Lahore,ssp245,197.5
2096-05,Punjab,Lahore,ssp245,171.6
2096-06,Punjab,Lahore,ssp245,153.1
2096-07,Punjab,Lahore,ssp245,166.9
2096-08,Punjab,Lahore,ssp245,130.1
2096-09,Punjab,Lahore,ssp245,144.5
2096-10,Punjab,Lahore,ssp245,146.5
2096-11,Punjab,Lahore,ssp245,129.2
2096-12,Punjab,Lahore,ssp245,149.8
2097-01,Punjab,Lahore,ssp245,179.1
2097-02,Punjab,Lahore,ssp245,169.2
2097-03,Punjab,Lahore,ssp245,206.1
2097-04,Punjab,Lahore,ssp245,185.0
2097-05,Punjab,Lahore,ssp245,173.5
2097-06,Punjab,Lahore,ssp245,176.7
2097-07,Punjab,Lahore,ssp245,164.5
2097-08,Punjab,Lahore,ssp245,162.4
2097-09,Punjab,Lahore,ssp245,149.1
2097-10,Punjab,Lahore,ssp245,138.8
2097-11,Punjab,Lahore,ssp245,146.3
2097-12,Punjab,Lahore,ssp245,150.4
2098-01,Punjab,Lahore,ssp245,172.4
2098-02,Punjab,Lahore,ssp245,169.4
2098-03,Punjab,Lahore,ssp245,172.4
2098-04,Punjab,Lahore,ssp245,192.9
2098-05,Punjab,Lahore,ssp245,221.3
2098-06,Punjab,Lahore,ssp245,186.9
2098-07,Punjab,Lahore,ssp245,153.5
2098-08,Punjab,Lahore,ssp245,166.8
2098-09,Punjab,Lahore,ssp245,114.5
2098-10,Punjab,Lahore,ssp245,131.7
2098-11,Punjab,Lahore,ssp245,143.9
2098-12,Punjab,Lahore,ssp245,140.4
2099-01,Punjab,Lahore,ssp245,155.4
2099-02,Punjab,Lahore,ssp245,174.9
2099-03,Punjab,Lahore,ssp245,180.3
2099-04,Punjab,Lahore,ssp245,181.0
2099-05,Punjab,Lahore,ssp245,173.5
2099-06,Punjab,Lahore,ssp245,157.2
2099-07,Punjab,Lahore,ssp245,151.1
2099-08,Punjab,Lahore,ssp245,148.4
2099-09,Punjab,Lahore,ssp245,152.6
2099-10,Punjab,Lahore,ssp245,127.4
2099-11,Punjab,Lahore,ssp245,124.1
2099-12,Punjab,Lahore,ssp245,170.8
2100-01,Punjab,Lahore,ssp245,149.3
2100-02,Punjab,Lahore,ssp245,179.3
2100-03,Punjab,Lahore,ssp245,176.2
2100-04,Punjab,Lahore,ssp245,182.8
2100-05,Punjab,Lahore,ssp245,193.5
2100-06,Punjab,Lahore,ssp245,184.3
2100-07,Punjab,Lahore,ssp245,180.9
2100-08,Punjab,Lahore,ssp245,159.3
2100-09,Punjab,Lahore,ssp245,142.5
2100-10,Punjab,Lahore,ssp245,145.0
2100-11,Punjab,Lahore,ssp245,127.4
2100-12,Punjab,Lahore,ssp245,166.6
2015-01,Punjab,Lahore,ssp585,89.6
2015-02,Punjab,Lahore,ssp585,103.1
2015-03,Punjab,Lahore,ssp585,114.9
2015-04,Punjab,Lahore,ssp585,90.9
2015-05,Punjab,Lahore,ssp585,91.9
2015-06,Punjab,Lahore,ssp585,98.8
2015-07,Punjab,Lahore,ssp585,85.2
2015-08,Punjab,Lahore,ssp585,77.2
2015-09,Punjab,Lahore,ssp585,60.9
2015-10,Punjab,Lahore,ssp585,53.4
2015-11,Punjab,Lahore,ssp585,76.6
2015-12,Punjab,Lahore,ssp585,74.7
2016-01,Punjab,Lahore,ssp585,94.1
2016-02,Punjab,Lahore,ssp585,114.2
2016-03,Punjab,Lahore,ssp585,125.5
2016-04,Punjab,Lahore,ssp585,116.6
2016-05,Punjab,Lahore,ssp585,118.5
2016-06,Punjab,Lahore,ssp585,102.3
2016-07,Punjab,Lahore,ssp585,99.3
2016-08,Punjab,Lahore,ssp585,101.7
2016-09,Punjab,Lahore,ssp585,47.1
2016-10,Punjab,Lahore,ssp585,47.4
2016-11,Punjab,Lahore,ssp585,82.6
2016-12,Punjab,Lahore,ssp585,74.2
2017-01,Punjab,Lahore,ssp585,80.0
2017-02,Punjab,Lahore,ssp585,90.6
2017-03,Punjab,Lahore,ssp585,122.8
2017-04,Punjab,Lahore,ssp585,121.6
2017-05,Punjab,Lahore,ssp585,137.4
2017-06,Punjab,Lahore,ssp585,99.2
2017-07,Punjab,Lahore,ssp585,98.7
2017-08,Punjab,Lahore,ssp585,95.0
2017-09,Punjab,Lahore,ssp585,43.6
2017-10,Punjab,Lahore,ssp585,45.1
2017-11,Punjab,Lahore,ssp585,66.7
2017-12,Punjab,Lahore,ssp585,65.7
2018-01,Punjab,Lahore,ssp585,81.8
2018-02,Punjab,Lahore,ssp585,92.7
2018-03,Punjab,Lahore,ssp585,109.9
2018-04,Punjab,Lahore,ssp585,103.6
2018-05,Punjab,Lahore,ssp585,95.0
